OrderID,CustomerID,OrderDate,Amount,Status
O000170,C43470,2026-02-07,157.88,Completed
O000171,C35285,2026-02-10,382.1,Pending
O000172,C14629,2026-02-08,444.95,Cancelled
O000173,C00600,2026-02-11,300.4,Pending
O000174,C18589,2026-02-12,69.87,Completed
O000175,C41915,2026-02-08,126.58,Completed
O000176,C13817,2026-02-08,189.51,Completed
O000177,C26171,2026-02-11,411.83,Pending
O000178,C15520,2026-02-11,64.06,Pending
O000179,C26205,2026-02-12,472.42,Completed
O000180,C47362,2026-02-06,304.48,Pending
O000181,C16868,2026-02-08,464.98,Pending
O000182,C41720,2026-02-12,459.12,Cancelled
O000183,C10220,2026-02-09,67.27,Cancelled
O000184,C43660,2026-02-11,124.11,Completed
O000185,C30833,2026-02-10,364.76,Cancelled
O000186,C01835,2026-02-11,107.4,Cancelled
O000187,C44544,2026-02-06,318.39,Cancelled
O000188,C35146,2026-02-11,435.57,Pending
O000189,C01915,2026-02-11,397.42,Pending
O000190,C14029,2026-02-06,56.79,Pending
O000191,C03024,2026-02-07,325.59,Pending
O000192,C02998,2026-02-11,448.34,Pending
O000193,C18356,2026-02-10,167.8,Pending
O000194,C42286,2026-02-12,425.46,Completed
O000195,C36634,2026-02-10,371.1,Completed
O000196,C41128,2026-02-08,334.18,Completed
O000197,C17118,2026-02-07,256.48,Pending
O000198,C14971,2026-02-08,278.77,Completed
O000199,C05852,2026-02-10,458.3,Cancelled
O000200,C02225,2026-02-06,351.53,Completed
O000201,C31781,2026-02-10,445.15,Cancelled
O000202,C34444,2026-02-11,210.34,Completed
O000203,C41040,2026-02-06,179.46,Pending
O000204,C20001,2026-02-06,316.7,Cancelled
O000205,C07650,2026-02-10,122.88,Cancelled
O000206,C46167,2026-02-08,433.34,Cancelled
O000207,C43245,2026-02-10,466.48,Pending
O000208,C37650,2026-02-07,341.65,Completed
O000209,C19548,2026-02-06,491.53,Pending
O000210,C21306,2026-02-07,267.68,Cancelled
O000211,C48863,2026-02-09,414.66,Cancelled
O000212,C02866,2026-02-12,457.69,Pending
O000213,C16954,2026-02-08,134.14,Pending
O000214,C21299,2026-02-05,346.38,Completed
O000215,C39234,2026-02-07,169.49,Completed
O000216,C36312,2026-02-11,51.73,Pending
O000217,C20238,2026-02-12,115.15,Cancelled
O000218,C47697,2026-02-08,103.62,Completed
O000219,C11499,2026-02-10,230.28,Cancelled
O000220,C12846,2026-02-11,272.73,Cancelled
O000221,C23754,2026-02-08,359.49,Cancelled
O000222,C22783,2026-02-06,368.29,Pending
O000223,C32752,2026-02-08,242.69,Cancelled
O000224,C38124,2026-02-09,362.41,Cancelled
O000225,C49040,2026-02-08,417.5,Pending
O000226,C33653,2026-02-06,447.17,Pending
O000227,C47859,2026-02-11,331.27,Pending
O000228,C29651,2026-02-07,242.73,Cancelled
O000229,C08096,2026-02-05,499.38,Pending
O000230,C16066,2026-02-07,384.87,Cancelled
O000231,C34584,2026-02-11,273.2,Pending
O000232,C09747,2026-02-06,71.3,Cancelled
O000233,C13922,2026-02-07,286.36,Cancelled
O000234,C00395,2026-02-10,409.94,Completed
O000235,C43258,2026-02-11,252.53,Completed
O000236,C43073,2026-02-12,223.16,Cancelled
O000237,C36217,2026-02-08,467.1,Cancelled
O000238,C01922,2026-02-07,446.69,Completed
O000239,C44220,2026-02-11,96.58,Completed
O000240,C02808,2026-02-09,455.67,Cancelled
O000241,C23398,2026-02-08,215.29,Cancelled
O000242,C22446,2026-02-07,169.59,Pending
O000243,C24838,2026-02-12,214.24,Pending
O000244,C11672,2026-02-09,304.24,Completed
O000245,C15045,2026-02-09,487.59,Pending
O000246,C20169,2026-02-10,423.42,Cancelled
O000247,C46461,2026-02-05,389.63,Cancelled
O000248,C17709,2026-02-11,453.5,Pending
O000249,C28555,2026-02-06,55.72,Cancelled
O000250,C07799,2026-02-07,394.62,Completed
O000251,C46192,2026-02-10,294.65,Completed
O000252,C11433,2026-02-08,398.77,Pending
O000253,C31722,2026-02-05,471.51,Pending
O000254,C44470,2026-02-09,266.31,Completed
O000255,C38182,2026-02-06,62.81,Cancelled
O000256,C21329,2026-02-09,78.3,Completed
O000257,C33484,2026-02-05,141.13,Pending
O000258,C32653,2026-02-06,220.5,Completed
O000259,C35567,2026-02-08,330.96,Completed
O000260,C11950,2026-02-12,113.21,Pending
O000261,C29780,2026-02-09,137.51,Cancelled
O000262,C24359,2026-02-10,203.05,Pending
O000263,C32869,2026-02-08,434.96,Completed
O000264,C04246,2026-02-10,303.79,Pending
O000265,C22565,2026-02-07,201.19,Completed
O000266,C37408,2026-02-11,125.61,Cancelled
O000267,C14936,2026-02-08,365.48,Pending
O000268,C14863,2026-02-12,404.55,Pending
O000269,C01945,2026-02-07,296.2,Pending
O000270,C39365,2026-02-11,453.21,Cancelled
O000271,C23253,2026-02-11,243.43,Pending
O000272,C13762,2026-02-07,62.91,Completed
O000273,C31861,2026-02-10,398.34,Pending
O000274,C36736,2026-02-10,185.32,Cancelled
O000275,C00829,2026-02-08,164.92,Completed
O000276,C33636,2026-02-12,288.24,Pending
O000277,C21386,2026-02-11,115.49,Cancelled
O000278,C00447,2026-02-12,323.03,Pending
O000279,C28970,2026-02-09,259.29,Pending
O000280,C01273,2026-02-08,153.1,Pending
O000281,C31202,2026-02-07,202.91,Cancelled
O000282,C03498,2026-02-07,490.52,Cancelled
O000283,C33474,2026-02-06,438.62,Completed
O000284,C27018,2026-02-09,351.94,Completed
O000285,C06356,2026-02-11,274.2,Cancelled
O000286,C17496,2026-02-12,145.78,Cancelled
O000287,C31925,2026-02-08,248.91,Completed
O000288,C37817,2026-02-09,415.44,Pending
O000289,C18078,2026-02-08,493.33,Completed
O000290,C17257,2026-02-10,415.57,Pending
O000291,C24741,2026-02-11,360.64,Cancelled
O000292,C06437,2026-02-11,361.38,Cancelled
O000293,C48811,2026-02-11,128.47,Completed
O000294,C23524,2026-02-10,269.8,Cancelled
O000295,C11963,2026-02-06,454.55,Completed
O000296,C22133,2026-02-11,330.09,Cancelled
O000297,C01786,2026-02-10,289.08,Completed
O000298,C43307,2026-02-12,488.14,Pending
O000299,C32556,2026-02-11,486.84,Completed
O000300,C26317,2026-02-06,127.44,Pending
O000301,C47102,2026-02-10,466.46,Pending
O000302,C14901,2026-02-11,289.58,Cancelled
O000303,C46325,2026-02-09,154.35,Cancelled
O000304,C08539,2026-02-11,193.9,Pending
O000305,C21182,2026-02-08,123.62,Completed
O000306,C20530,2026-02-09,339.67,Pending
O000307,C31392,2026-02-11,336.2,Cancelled
O000308,C03250,2026-02-05,194.14,Pending
O000309,C04464,2026-02-07,397.53,Cancelled
O000310,C37617,2026-02-12,227.4,Cancelled
O000311,C46774,2026-02-06,494.77,Cancelled
O000312,C09512,2026-02-09,211.08,Completed
O000313,C02806,2026-02-11,222.96,Completed
O000314,C27111,2026-02-09,162.53,Cancelled
O000315,C10062,2026-02-11,198.86,Pending
O000316,C43725,2026-02-07,184.01,Pending
O000317,C07642,2026-02-08,439.78,Cancelled
O000318,C17352,2026-02-10,494.16,Completed
O000319,C46915,2026-02-08,317.1,Cancelled
O000320,C45861,2026-02-07,185.31,Cancelled
O000321,C03265,2026-02-10,481.65,Completed
O000322,C20587,2026-02-06,436.83,Pending
O000323,C04815,2026-02-08,61.03,Cancelled
O000324,C47497,2026-02-10,218.51,Completed
O000325,C15880,2026-02-10,125.98,Cancelled
O000326,C06296,2026-02-11,109.93,Cancelled
O000327,C49457,2026-02-08,91.39,Cancelled
O000328,C04080,2026-02-08,334.97,Pending
O000329,C19005,2026-02-07,351.35,Completed
O000330,C25112,2026-02-07,358.12,Completed
O000331,C46129,2026-02-05,135.42,Completed
O000332,C47055,2026-02-08,172.81,Completed
O000333,C25380,2026-02-06,247.21,Cancelled
O000334,C47433,2026-02-06,350.82,Cancelled
O000335,C26357,2026-02-05,364.98,Cancelled
O000336,C29666,2026-02-10,235.99,Completed
O000337,C42105,2026-02-08,65.06,Completed
O000338,C38220,2026-02-08,211.82,Pending
O000339,C01916,2026-02-12,496.16,Cancelled
O000340,C29036,2026-02-06,425.9,Cancelled
O000341,C13405,2026-02-08,347.29,Cancelled
O000342,C07967,2026-02-09,148.96,Cancelled
O000343,C29622,2026-02-10,135.76,Completed
O000344,C13196,2026-02-12,340.42,Pending
O000345,C47471,2026-02-07,270.35,Completed
O000346,C23832,2026-02-09,306.24,Completed
O000347,C45285,2026-02-08,261.09,Cancelled
O000348,C21559,2026-02-06,441.67,Pending
O000349,C13141,2026-02-09,254.91,Pending
O000350,C24180,2026-02-07,371.15,Pending
O000351,C30791,2026-02-12,185.02,Completed
O000352,C13955,2026-02-07,65.33,Cancelled
O000353,C13129,2026-02-06,198.33,Cancelled
O000354,C38220,2026-02-08,182.94,Completed
O000355,C46803,2026-02-06,318.2,Cancelled
O000356,C08002,2026-02-09,285.84,Cancelled
O000357,C12263,2026-02-09,378.48,Pending
O000358,C20798,2026-02-11,92.09,Cancelled
O000359,C21296,2026-02-06,362.71,Pending
O000360,C29265,2026-02-07,67.41,Pending
O000361,C19125,2026-02-06,194.49,Pending
O000362,C13059,2026-02-08,384.05,Pending
O000363,C43528,2026-02-10,269.49,Pending
O000364,C02538,2026-02-11,180.27,Completed
O000365,C25712,2026-02-09,388.47,Completed
O000366,C49889,2026-02-07,207.4,Completed
O000367,C39351,2026-02-05,177.74,Pending
O000368,C38307,2026-02-05,182.55,Completed
O000369,C37230,2026-02-10,206.84,Pending
O000370,C33360,2026-02-07,132.75,Cancelled
O000371,C25668,2026-02-07,466.91,Cancelled
O000372,C40807,2026-02-09,231.9,Completed
O000373,C37489,2026-02-10,125.31,Pending
O000374,C46331,2026-02-12,154.56,Pending
O000375,C49369,2026-02-10,88.37,Completed
O000376,C18454,2026-02-07,153.03,Cancelled
O000377,C41955,2026-02-06,120.74,Completed
O000378,C06067,2026-02-10,178.91,Pending
O000379,C23021,2026-02-05,102.12,Cancelled
O000380,C49554,2026-02-09,50.21,Pending
O000381,C41305,2026-02-09,334.35,Completed
O000382,C20395,2026-02-10,152.62,Cancelled
O000383,C45495,2026-02-06,160.4,Completed
O000384,C25871,2026-02-06,313.31,Completed
O000385,C22177,2026-02-06,106.74,Pending
O000386,C36316,2026-02-08,356.38,Completed
O000387,C04244,2026-02-08,155.88,Completed
O000388,C24827,2026-02-10,180.2,Pending
O000389,C27659,2026-02-09,55.29,Cancelled
O000390,C22104,2026-02-09,372.58,Cancelled
O000391,C36486,2026-02-11,123.67,Cancelled
O000392,C41408,2026-02-06,416.86,Completed
O000393,C05669,2026-02-07,354.98,Completed
O000394,C16461,2026-02-09,470.27,Pending
O000395,C17830,2026-02-10,111.94,Cancelled
O000396,C14243,2026-02-07,365.26,Pending
O000397,C24899,2026-02-10,139.36,Pending
O000398,C34398,2026-02-06,297.11,Completed
O000399,C34570,2026-02-11,460.1,Cancelled
O000400,C42590,2026-02-11,177.76,Cancelled
O000401,C13022,2026-02-05,328.51,Pending
O000402,C37184,2026-02-10,193.39,Completed
O000403,C16816,2026-02-10,148.82,Cancelled
O000404,C22009,2026-02-09,204.98,Cancelled
O000405,C33629,2026-02-08,111.05,Completed
O000406,C14874,2026-02-09,377.47,Cancelled
O000407,C43937,2026-02-07,199.37,Cancelled
O000408,C06400,2026-02-11,237.33,Pending
O000409,C35599,2026-02-06,175.96,Cancelled
O000410,C39857,2026-02-10,432.45,Completed
O000411,C17076,2026-02-09,181.04,Cancelled
O000412,C02412,2026-02-09,374.04,Cancelled
O000413,C07764,2026-02-09,416.07,Cancelled
O000414,C19070,2026-02-06,488.06,Pending
O000415,C32002,2026-02-12,405.82,Completed
O000416,C28454,2026-02-07,309.55,Completed
O000417,C19751,2026-02-09,384.09,Pending
O000418,C04810,2026-02-12,296.9,Cancelled
O000419,C16647,2026-02-09,461.83,Completed
O000420,C30059,2026-02-07,388.7,Cancelled
O000421,C14741,2026-02-09,84.09,Completed
O000422,C00437,2026-02-05,163.35,Completed
O000423,C42241,2026-02-12,132.05,Completed
O000424,C11894,2026-02-07,347.54,Cancelled
O000425,C20869,2026-02-07,130.67,Completed
O000426,C31894,2026-02-06,63.97,Cancelled
O000427,C42424,2026-02-06,377.56,Cancelled
O000428,C01858,2026-02-11,431.0,Cancelled
O000429,C35363,2026-02-12,281.78,Cancelled
O000430,C47788,2026-02-06,142.8,Completed
O000431,C48588,2026-02-08,467.57,Cancelled
O000432,C47983,2026-02-10,143.72,Cancelled
O000433,C16462,2026-02-09,277.13,Pending
O000434,C18074,2026-02-12,236.68,Pending
O000435,C45780,2026-02-11,214.35,Pending
O000436,C42598,2026-02-06,180.46,Cancelled
O000437,C32377,2026-02-10,50.1,Completed
O000438,C48626,2026-02-10,432.3,Completed
O000439,C37800,2026-02-10,458.96,Pending
O000440,C05123,2026-02-05,228.23,Pending
O000441,C20142,2026-02-11,153.04,Cancelled
O000442,C48431,2026-02-07,284.1,Pending
O000443,C48181,2026-02-08,268.52,Pending
O000444,C33153,2026-02-07,356.41,Completed
O000445,C27587,2026-02-06,174.8,Pending
O000446,C08564,2026-02-08,215.23,Completed
O000447,C37579,2026-02-11,259.11,Pending
O000448,C40666,2026-02-05,483.92,Completed
O000449,C15461,2026-02-10,309.96,Pending
O000450,C35253,2026-02-11,113.12,Completed
O000451,C10126,2026-02-08,281.04,Pending
O000452,C49252,2026-02-11,416.92,Pending
O000453,C21985,2026-02-07,353.24,Pending
O000454,C19648,2026-02-10,473.43,Cancelled
O000455,C27987,2026-02-06,72.09,Pending
O000456,C46452,2026-02-05,313.63,Cancelled
O000457,C36424,2026-02-06,69.92,Pending
O000458,C13843,2026-02-05,269.31,Completed
O000459,C10715,2026-02-08,198.75,Cancelled
O000460,C04627,2026-02-09,475.12,Completed
O000461,C35645,2026-02-11,383.75,Cancelled
O000462,C13474,2026-02-10,399.28,Pending
O000463,C39940,2026-02-08,487.83,Cancelled
O000464,C38503,2026-02-05,469.46,Cancelled
O000465,C29783,2026-02-10,83.67,Pending
O000466,C14354,2026-02-06,356.57,Pending
O000467,C26063,2026-02-12,384.35,Pending
O000468,C18496,2026-02-10,266.19,Pending
O000469,C03188,2026-02-10,80.58,Completed
O000470,C22375,2026-02-12,223.21,Completed
O000471,C47996,2026-02-06,72.59,Cancelled
O000472,C10969,2026-02-08,80.18,Cancelled
O000473,C26048,2026-02-08,97.98,Pending
O000474,C00502,2026-02-07,136.0,Pending
O000475,C46106,2026-02-12,51.03,Pending
O000476,C36699,2026-02-08,275.44,Pending
O000477,C43529,2026-02-10,379.21,Completed
O000478,C47602,2026-02-12,240.91,Pending
O000479,C28487,2026-02-07,197.66,Cancelled
O000480,C05432,2026-02-11,258.51,Cancelled
O000481,C38232,2026-02-08,405.34,Completed
O000482,C08530,2026-02-09,441.33,Completed
O000483,C13238,2026-02-08,247.78,Cancelled
O000484,C07583,2026-02-11,371.56,Cancelled
O000485,C03619,2026-02-10,53.18,Completed
O000486,C41656,2026-02-11,299.33,Pending
O000487,C22745,2026-02-10,165.28,Completed
O000488,C38394,2026-02-09,474.49,Cancelled
O000489,C34573,2026-02-12,65.73,Pending
O000490,C22231,2026-02-08,151.31,Pending
O000491,C48757,2026-02-11,473.11,Pending
O000492,C22352,2026-02-05,210.61,Cancelled
O000493,C45868,2026-02-08,219.23,Cancelled
O000494,C39030,2026-02-07,80.79,Pending
O000495,C17000,2026-02-09,412.01,Completed
O000496,C48081,2026-02-09,120.36,Cancelled
O000497,C48563,2026-02-06,294.93,Cancelled
O000498,C12631,2026-02-09,257.87,Completed
O000499,C48719,2026-02-11,251.39,Cancelled
O000500,C16651,2026-02-07,73.44,Pending
O000501,C46537,2026-02-10,220.8,Pending
O000502,C12110,2026-02-06,196.05,Pending
O000503,C19455,2026-02-06,126.67,Cancelled
O000504,C32483,2026-02-09,442.75,Cancelled
O000505,C40863,2026-02-11,465.34,Completed
O000506,C34999,2026-02-12,237.96,Completed
O000507,C49838,2026-02-08,401.72,Pending
O000508,C23403,2026-02-06,309.27,Completed
O000509,C20333,2026-02-10,418.48,Pending
O000510,C14263,2026-02-08,285.35,Completed
O000511,C22280,2026-02-07,82.35,Completed
O000512,C26740,2026-02-07,178.07,Completed
O000513,C46889,2026-02-11,390.54,Completed
O000514,C36686,2026-02-11,358.07,Pending
O000515,C41457,2026-02-11,102.31,Pending
O000516,C03721,2026-02-09,409.64,Completed
O000517,C12401,2026-02-11,377.66,Pending
O000518,C44566,2026-02-10,324.1,Completed
O000519,C16616,2026-02-06,337.2,Cancelled
O000520,C12928,2026-02-11,223.34,Pending
O000521,C36447,2026-02-09,340.05,Cancelled
O000522,C30535,2026-02-11,220.49,Completed
O000523,C42281,2026-02-08,52.39,Pending
O000524,C13384,2026-02-10,94.04,Cancelled
O000525,C40871,2026-02-10,184.25,Cancelled
O000526,C40800,2026-02-05,178.97,Pending
O000527,C42369,2026-02-09,492.46,Pending
O000528,C45916,2026-02-07,378.57,Cancelled
O000529,C07519,2026-02-08,288.5,Completed
O000530,C32298,2026-02-11,194.74,Cancelled
O000531,C23221,2026-02-08,367.44,Pending
O000532,C35961,2026-02-09,277.02,Pending
O000533,C06237,2026-02-07,342.77,Completed
O000534,C25514,2026-02-08,90.77,Completed
O000535,C09212,2026-02-06,392.16,Pending
O000536,C00123,2026-02-10,91.85,Pending
O000537,C07136,2026-02-07,492.13,Completed
O000538,C09201,2026-02-09,431.74,Completed
O000539,C25142,2026-02-11,487.68,Pending
O000540,C37779,2026-02-06,482.51,Completed
O000541,C32772,2026-02-07,64.35,Cancelled
O000542,C47542,2026-02-09,390.95,Cancelled
O000543,C26878,2026-02-06,95.52,Pending
O000544,C44375,2026-02-08,484.86,Cancelled
O000545,C05865,2026-02-07,168.3,Pending
O000546,C40124,2026-02-08,183.0,Pending
O000547,C13983,2026-02-09,357.49,Completed
O000548,C06412,2026-02-07,74.07,Cancelled
O000549,C12168,2026-02-06,228.38,Pending
O000550,C21530,2026-02-06,258.01,Completed
O000551,C31834,2026-02-08,116.9,Completed
O000552,C05568,2026-02-10,399.19,Cancelled
O000553,C35642,2026-02-09,345.96,Cancelled
O000554,C01521,2026-02-05,418.48,Cancelled
O000555,C30762,2026-02-06,219.92,Pending
O000556,C43905,2026-02-07,56.94,Cancelled
O000557,C37316,2026-02-08,372.08,Completed
O000558,C35732,2026-02-09,89.94,Completed
O000559,C31421,2026-02-10,322.5,Cancelled
O000560,C06796,2026-02-10,174.83,Cancelled
O000561,C20468,2026-02-07,92.59,Pending
O000562,C18152,2026-02-07,462.03,Completed
O000563,C45036,2026-02-08,334.28,Cancelled
O000564,C43306,2026-02-07,454.82,Completed
O000565,C40739,2026-02-07,307.85,Completed
O000566,C02475,2026-02-09,409.61,Cancelled
O000567,C13632,2026-02-12,171.81,Pending
O000568,C03913,2026-02-10,162.98,Cancelled
O000569,C28417,2026-02-06,222.13,Pending
O000570,C00598,2026-02-11,320.25,Pending
O000571,C17240,2026-02-10,214.4,Cancelled
O000572,C05989,2026-02-10,377.44,Completed
O000573,C37087,2026-02-06,114.78,Cancelled
O000574,C39206,2026-02-08,458.32,Cancelled
O000575,C18579,2026-02-06,129.42,Cancelled
O000576,C17576,2026-02-06,149.29,Cancelled
O000577,C12063,2026-02-07,465.39,Completed
O000578,C32099,2026-02-06,73.79,Completed
O000579,C15657,2026-02-11,430.94,Cancelled
O000580,C19584,2026-02-05,92.67,Completed
O000581,C34631,2026-02-11,277.95,Completed
O000582,C40211,2026-02-05,56.28,Cancelled
O000583,C32297,2026-02-08,214.44,Completed
O000584,C08070,2026-02-07,208.65,Cancelled
O000585,C47869,2026-02-06,212.64,Cancelled
O000586,C29966,2026-02-06,332.22,Cancelled
O000587,C26518,2026-02-09,60.65,Pending
O000588,C36350,2026-02-10,91.21,Pending
